10.97.8.89 | SUCCESS | rc=0 >>
    id     | sid  |  hid   | day | score | maxscore | lsn | fightn | winn | losen |         name          
  248652 | 8652 | 620139 |   7 |  6075 |     6075 |   0 |      0 |    7 |     4 | 兄弟齐心
  408539 | 8539 | 620139 |   7 |  6075 |     6075 |   0 |     10 |    7 |     4 | 兄弟齐心
   78671 | 8671 | 620139 |   7 |  6074 |     6105 |   0 |      0 |    7 |    16 | 兄弟齐心
 3397538 | 7538 | 620139 |   7 |  6035 |     6035 |   0 |      0 |    8 |     6 | 兄弟齐心
   88629 | 8629 | 620139 |   7 |  5992 |     6087 |   0 |     40 |    6 |    65 | 兄弟齐心
  288597 | 8597 | 620139 |   7 |  5945 |     5945 |   0 |      0 |    6 |    24 | 兄弟齐心
   78613 | 8613 | 620139 |   7 |  5848 |     5881 |   0 |      0 |    4 |    29 | [s8479]LEGENDARY
   48671 | 8671 | 620139 |   7 |  5725 |     5745 |   0 |      0 |    3 |    57 | [s8537]Padawans
   18669 | 8669 | 620139 |   7 |  5692 |     5730 |   0 |     33 |    6 |    46 | [s8540]BROTHERSdeam
   28599 | 8599 | 620139 |   7 |  5650 |     5680 |   0 |      0 |    4 |    18 | 兄弟齐心
   28673 | 8673 | 620139 |   7 |  5486 |     5512 |   0 |      0 |    2 |    52 | 兄弟齐心
  968392 | 8392 | 620139 |   7 |  5460 |     5600 |   0 |      0 |    5 |    34 | 兄弟齐心
 1038392 | 8392 | 620139 |   7 |  5450 |     5520 |   0 |     13 |    4 |    40 | 兄弟齐心
   28690 | 8690 | 620139 |   7 |  5438 |     5438 |   0 |      4 |    3 |     5 | 兄弟齐心
  208542 | 8539 | 620139 |   7 |  5436 |     5482 |   0 |      0 |    3 |    10 | 兄弟齐心
  118690 | 8690 | 620139 |   7 |  5240 |     5286 |   0 |      0 |    1 |    19 | 兄弟齐心
   98708 | 8708 | 620139 |   7 |  5212 |     5263 |   0 |     13 |    1 |    33 | 兄弟齐心
   78612 | 8612 | 620139 |   7 |  5190 |     5215 |   0 |      0 |    2 |     1 | 兄弟齐心
 2787475 | 7382 | 620139 |   7 |  5184 |     5208 |   0 |      0 |    2 |     2 | 兄弟齐心
  208652 | 8652 | 620139 |   7 |  5170 |     5210 |   0 |      0 |    1 |    20 | 兄弟齐心
   98356 | 8312 | 620139 |   7 |  5169 |     5207 |   0 |      0 |    2 |     7 | 兄弟齐心
   58294 | 8165 | 620139 |   7 |  5163 |     5209 |   0 |      0 |    2 |     2 | [s8153]BlackLegion
  297533 | 7538 | 620139 |   7 |  5132 |     5132 |   1 |      0 |    1 |     0 | [s7416]IRON
   38450 | 8450 | 620139 |   7 |  5130 |     5130 |   1 |      0 |    1 |     0 | [s8316]NewHaven
 1197416 | 7382 | 620139 |   7 |  5106 |     5106 |   1 |      0 |    1 |     0 | 兄弟齐心
   38281 | 8165 | 620139 |   7 |  5084 |     5102 |   0 |      0 |    1 |     1 | 兄弟齐心
   38653 | 8653 | 620139 |   7 |  5081 |     5104 |   0 |      0 |    1 |     2 | 兄弟齐心
  158687 | 8687 | 620139 |   7 |  5071 |     5090 |   0 |      0 |    0 |    11 | 兄弟齐心
 3477538 | 7538 | 620139 |   7 |  5060 |     5090 |   0 |      0 |    1 |     2 | 兄弟齐心
  348557 | 8557 | 620139 |   7 |  5060 |     5100 |   0 |      0 |    1 |     2 | 兄弟齐心
   98504 | 8504 | 620139 |   7 |  5058 |     5106 |   0 |      0 |    1 |     2 | [s8367]GanGsters
   18686 | 8686 | 620139 |   7 |  5016 |     5064 |   0 |      1 |    1 |     5 | 兄弟齐心
   38560 | 8560 | 620139 |   7 |  4987 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
   48653 | 8653 | 620139 |   7 |  4985 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
  118385 | 8312 | 620139 |   7 |  4984 |     5000 |   0 |      0 |    0 |     1 | [s8238]LosMuguiwaras
   98597 | 8597 | 620139 |   7 |  4984 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
  647416 | 7382 | 620139 |   7 |  4982 |     5000 |   0 |      0 |    0 |     1 | [s7263]InsanePower
   48594 | 8594 | 620139 |   7 |  4981 |     5000 |   0 |      1 |    0 |     1 | 兄弟齐心
   68648 | 8648 | 620139 |   7 |  4981 |     5000 |   0 |      0 |    0 |     1 | [s8516]LegionOfCats
   38636 | 8636 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
   88226 | 8165 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
   18687 | 8687 | 620139 |   7 |  4976 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
  177607 | 7538 | 620139 |   7 |  4974 |     5000 |   0 |      0 |    0 |     1 | [s7479]WARRiORS
   38558 | 8558 | 620139 |   7 |  4972 |     5000 |   0 |      0 |    0 |     2 | [s8429]Arrow
   38688 | 8688 | 620139 |   7 |  4972 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
  238599 | 8599 | 620139 |   7 |  4970 |     5000 |   0 |      0 |    0 |     1 | [s8462]Daemon
  168636 | 8636 | 620139 |   7 |  4970 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
  288595 | 8595 | 620139 |   7 |  4970 |     5000 |   0 |      0 |    0 |     2 | [s8466]ColdDeath
  358557 | 8557 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
   68667 | 8667 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | [s8535]MarAzulyCielo
   58671 | 8671 | 620139 |   7 |  4956 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
   48576 | 8576 | 620139 |   7 |  4955 |     5000 |   0 |      0 |    0 |     3 | [s8447]Darknes
  847609 | 7538 | 620139 |   7 |  4954 |     5000 |   0 |      0 |    0 |     3 | 兄弟齐心
  158563 | 8563 | 620139 |   7 |  4948 |     5000 |   0 |      0 |    0 |     2 | [s8426]Valkyrie
   68668 | 8668 | 620139 |   7 |  4944 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
   18629 | 8629 | 620139 |   7 |  4930 |     5000 |   0 |      0 |    0 |     9 | 兄弟齐心
  397532 | 7382 | 620139 |   7 |  4929 |     5000 |   0 |      0 |    0 |     3 | 兄弟齐心
  438580 | 8580 | 620139 |   7 |  4920 |     5000 |   0 |      0 |    0 |     4 | 兄弟齐心
  198690 | 8690 | 620139 |   7 |  4900 |     5000 |   0 |      0 |    0 |     4 | [s8558]DarkGuards
   28685 | 8685 | 620139 |   7 |  4900 |     5000 |   0 |      1 |    0 |     5 | 兄弟齐心
   48670 | 8670 | 620139 |   7 |  4890 |     5000 |   0 |      2 |    0 |     5 | 兄弟齐心
 1018165 | 8165 | 620139 |   7 |  4890 |     5090 |   0 |     15 |    0 |    55 | 兄弟齐心
  118689 | 8689 | 620139 |   7 |  4812 |     5000 |   0 |      0 |    0 |     9 | 兄弟齐心
  128688 | 8688 | 620139 |   7 |  4798 |     5110 |   0 |      0 |    1 |    46 | 兄弟齐心
(144 rows)
10.45.138.218 | SUCCESS | rc=0 >>
   id    | sid  |  hid   | day | score | maxscore | lsn | fightn | winn | losen |         name          
---------+------+--------+-----+-------+----------+-----+--------+------+-------+-----------------------
  287764 | 7741 | 620139 |   7 | 36781 |    36781 |  14 |     63 |  209 |     4 | [s7601]DOOWHITE
  357958 | 7851 | 620139 |   7 | 35345 |    35345 |   1 |     37 |  201 |    29 | [s7797]BLACKSWORD
   57427 | 7391 | 620139 |   7 | 35272 |    35272 |   1 |     67 |  217 |    69 | [s7276]MoNoLiTh
   88195 | 8177 | 620139 |   7 | 21982 |    21998 |   0 |     27 |  109 |    12 | [s8041]DemitMeta
  288213 | 8177 | 620139 |   7 | 18862 |    18886 |   0 |     70 |  103 |    49 | [s8058]PeacePanda
   78326 | 8326 | 620139 |   7 | 18701 |    18725 |   0 |     23 |   93 |    25 | [s8167]ARMY
  118309 | 8289 | 620139 |   7 | 18544 |    18544 |   4 |     32 |   87 |    20 | 兄弟齐心
  308123 | 7150 | 620139 |   7 | 18033 |    18033 |   8 |      9 |   89 |    20 | [s7966]VNGangters
  367397 | 7240 | 620139 |   7 | 17764 |    17764 |  28 |     30 |   76 |     1 | [s7233]RESTLESS
  128425 | 8271 | 620139 |   7 | 17644 |    17644 |   7 |     23 |   72 |     1 | [s8262]theMAGICIANS
   18098 | 8101 | 620139 |   7 | 15931 |    15931 |   2 |     20 |   71 |    35 | 兄弟齐心
  257615 | 7391 | 620139 |   7 | 15930 |    15941 |   0 |     43 |   78 |    69 | [s7496]AkaMon
  137853 | 7710 | 620139 |   7 | 15251 |    15251 |   0 |     15 |   71 |    35 | [s7685]TheLastKnight
   48100 | 8101 | 620139 |   7 | 14947 |    14987 |   0 |     59 |   71 |    20 | [s7943]KENTOD
   38661 | 8661 | 620139 |   7 | 14665 |    14673 |   0 |     11 |   65 |    60 | [s8509]Solaris
   27864 | 7851 | 620139 |   7 | 14464 |    14464 |   1 |     27 |   66 |    73 | [s7711]ＴＯＢＲＵＴ
   58061 | 8061 | 620139 |   7 | 14461 |    14488 |   0 |     18 |   66 |    65 | [s7910]INDONESIA
  248062 | 8009 | 620139 |   7 | 14368 |    14368 |   1 |     43 |   62 |    21 | [s7916]EMPERIOR
   67433 | 7240 | 620139 |   7 | 14013 |    14013 |   0 |     30 |   56 |     8 | [s7277]TheBuncits
  888425 | 8271 | 620139 |   7 | 14005 |    14025 |   0 |     16 |   54 |    16 | 兄弟齐心
  208425 | 8271 | 620139 |   7 | 14003 |    14039 |   0 |     12 |   53 |    11 | 兄弟齐心
  268236 | 8234 | 620139 |   7 | 13967 |    13967 |   0 |     10 |   57 |    15 | [s8074]ENEMYDOWN
 1457396 | 7240 | 620139 |   7 | 13896 |    13896 |   1 |     28 |   62 |    25 | [s7235]BIJIMUKONDOR
   77346 | 7240 | 620139 |   7 | 13848 |    13865 |   0 |     31 |   69 |    34 | 兄弟齐心
   77425 | 7391 | 620139 |   7 | 13714 |    13737 |   0 |     37 |   63 |    67 | [s7519]JandaPiranG
   78269 | 8271 | 620139 |   7 | 13070 |    13070 |  12 |     23 |   53 |    22 | 兄弟齐心
   87669 | 7391 | 620139 |   7 | 12613 |    12625 |   0 |     11 |   51 |    30 | [s7526]co2vn15
  548067 | 8009 | 620139 |   7 | 12360 |    12360 |   5 |     10 |   49 |    19 | 兄弟齐心
  168081 | 8061 | 620139 |   7 | 12344 |    12345 |   0 |     31 |   49 |    25 | [s7922]EvFamily
 2657240 | 7240 | 620139 |   7 | 12305 |    12305 |   3 |     70 |   55 |    15 | 兄弟齐心
  817712 | 7710 | 620139 |   7 | 12278 |    12302 |   0 |     33 |   44 |    10 | 兄弟齐心
  117649 | 7391 | 620139 |   7 | 11871 |    11893 |   0 |     26 |   45 |    22 | [s7490]PIRATES
   98272 | 8271 | 620139 |   7 | 11805 |    11855 |   0 |     70 |   47 |    20 | [s8130]VietNam
   57988 | 7851 | 620139 |   7 | 11601 |    11601 |   1 |     17 |   43 |    40 | [s7837]TheAlmighty
   68536 | 8536 | 620139 |   7 | 11389 |    11389 |   1 |     10 |   42 |    30 | 兄弟齐心
  127727 | 7710 | 620139 |   7 | 11279 |    11304 |   0 |     11 |   47 |    34 | [s7576]infinity
 2897028 | 7028 | 620139 |   7 | 11263 |    11279 |   0 |     18 |   42 |    17 | 兄弟齐心
  598377 | 8377 | 620139 |   7 | 11259 |    11259 |   0 |     10 |   38 |    28 | 兄弟齐心
 1507338 | 7240 | 620139 |   7 | 11225 |    11236 |   0 |     31 |   43 |    25 | 兄弟齐心
   27233 | 7150 | 620139 |   7 | 11119 |    11132 |   0 |     14 |   43 |    34 | [s7107]thevoid
  267340 | 7240 | 620139 |   7 | 11022 |    11040 |   0 |      0 |   40 |    21 | [s7192]ONIBAKU
  448194 | 8177 | 620139 |   7 | 11010 |    11030 |   0 |      0 |   44 |    44 | [s8038]Disintegration
  208060 | 8061 | 620139 |   7 | 11008 |    11057 |   0 |     23 |   46 |    33 | [s7911]ExBattaLion
   28592 | 8592 | 620139 |   7 | 10924 |    10924 |   0 |     20 |   39 |    28 | 兄弟齐心
   38424 | 8377 | 620139 |   7 | 10899 |    10921 |   0 |     41 |   44 |    54 | 兄弟齐心
   27393 | 7240 | 620139 |   7 | 10893 |    10931 |   0 |     27 |   44 |    17 | [s7227]OnTheWay
   88121 | 8101 | 620139 |   7 | 10854 |    10854 |   0 |     30 |   41 |    56 | 兄弟齐心
  758425 | 8271 | 620139 |   7 | 10805 |    10805 |   0 |      0 |   35 |    26 | 兄弟齐心
   58513 | 8517 | 620139 |   7 | 10775 |    10775 |   0 |     10 |   38 |    31 | 兄弟齐心
  387969 | 7851 | 620139 |   7 | 10769 |    10769 |   0 |     20 |   41 |    31 | [s7814]MangkuuPurel
  118255 | 8234 | 620139 |   7 | 10750 |    10750 |   0 |     10 |   41 |    29 | 兄弟齐心
  588067 | 8009 | 620139 |   7 | 10646 |    10660 |   0 |     21 |   36 |    25 | 兄弟齐心
  107582 | 7028 | 620139 |   7 | 10587 |    10613 |   0 |      0 |   42 |    21 | 兄弟齐心
   18103 | 8101 | 620139 |   7 | 10575 |    10605 |   0 |     37 |   44 |    18 | 兄弟齐心
 1288271 | 8271 | 620139 |   7 | 10535 |    10575 |   0 |      0 |   34 |    22 | 兄弟齐心
 1308271 | 8271 | 620139 |   7 | 10525 |    10585 |   0 |      1 |   33 |    27 | 兄弟齐心
  208158 | 8137 | 620139 |   7 | 10508 |    10508 |   5 |     30 |   39 |    42 | 兄弟齐心
  347443 | 7240 | 620139 |   7 | 10505 |    10505 |   2 |      0 |   41 |    14 | [s7287]teamreceh
  158367 | 8363 | 620139 |   7 | 10439 |    10439 |   2 |     50 |   41 |    27 | 兄弟齐心
   17666 | 7391 | 620139 |   7 | 10438 |    10438 |   2 |     35 |   43 |    24 | [s7495]EBOLA
  198137 | 8137 | 620139 |   7 | 10417 |    10417 |   4 |     59 |   42 |    22 | 兄弟齐心
  148554 | 8538 | 620139 |   7 | 10405 |    10423 |   0 |     50 |   37 |     8 | [s8397]GwapoNaMgaPC
   58085 | 8061 | 620139 |   7 | 10284 |    10295 |   0 |     31 |   36 |    25 | 兄弟齐心
   28438 | 8137 | 620139 |   7 | 10254 |    10280 |   0 |     36 |   35 |    37 | 兄弟齐心
  258137 | 8137 | 620139 |   7 | 10216 |    10216 |   6 |     44 |   35 |    23 | 兄弟齐心
  477990 | 7851 | 620139 |   7 | 10198 |    10211 |   0 |     36 |   37 |    39 | [s7838]B2kBacot
  128423 | 8271 | 620139 |   7 | 10169 |    10183 |   0 |     17 |   35 |    39 | 兄弟齐心
   58163 | 8137 | 620139 |   7 | 10111 |    10124 |   0 |     68 |   42 |    31 | [s8002]ＴＯＢＲＵＴ
   28424 | 8377 | 620139 |   7 | 10096 |    10096 |   4 |     35 |   36 |    26 | [s8261]PemburuJanda
   27386 | 7240 | 620139 |   7 | 10058 |    10058 |   1 |      7 |   34 |    14 | [s7232]FIERCE
  567649 | 7391 | 620139 |   7 |  9914 |     9914 |   1 |     21 |   36 |    35 | 兄弟齐心
 1168137 | 8137 | 620139 |   7 |  9870 |     9870 |   7 |     22 |   35 |    34 | 兄弟齐心
  138519 | 8497 | 620139 |   7 |  9822 |     9822 |   0 |     10 |   30 |    43 | [s8341]SlebeewW
   77726 | 7741 | 620139 |   7 |  9744 |     9800 |   0 |     57 |   36 |    22 | [s7580]theNaME
 2677028 | 7028 | 620139 |   7 |  9518 |     9518 |   5 |     35 |   32 |    15 | 兄弟齐心
   68607 | 8607 | 620139 |   7 |  9478 |     9491 |   0 |     17 |   32 |    57 | 兄弟齐心
  478027 | 8009 | 620139 |   7 |  9437 |     9489 |   0 |     53 |   34 |    27 | [s7871]MickyMouse
  128624 | 8624 | 620139 |   7 |  9411 |     9423 |   0 |     16 |   26 |    91 | 兄弟齐心
 2897240 | 7240 | 620139 |   7 |  9117 |     9140 |   0 |      0 |   36 |    25 | 兄弟齐心
  198158 | 8137 | 620139 |   7 |  9006 |     9019 |   0 |     22 |   27 |    24 | 兄弟齐心
   58363 | 8363 | 620139 |   7 |  9002 |     9002 |   1 |      0 |   28 |    31 | [s8205]BlazeOfGlory
   87652 | 7391 | 620139 |   7 |  8968 |     8968 |   1 |      0 |   28 |    10 | [s7496]Akatsuki
   28515 | 8517 | 620139 |   7 |  8799 |     8799 |   0 |     10 |   29 |    42 | [s8359]工N千INIT丫
  228570 | 8570 | 620139 |   7 |  8786 |     8786 |   0 |     10 |   23 |    48 | 兄弟齐心
  608010 | 7851 | 620139 |   7 |  8767 |     8779 |   0 |      0 |   27 |    42 | [s7838]MILLENIUM
  158555 | 8555 | 620139 |   7 |  8738 |     8738 |   0 |     20 |   25 |    48 | 兄弟齐心
  178680 | 8680 | 620139 |   7 |  8715 |     8715 |   0 |     10 |   22 |    58 | 兄弟齐心
  848067 | 8009 | 620139 |   7 |  8705 |     8705 |   0 |     10 |   24 |    47 | 兄弟齐心
  128457 | 7710 | 620139 |   7 |  8692 |     8692 |   0 |     20 |   25 |    47 | 兄弟齐心
  698067 | 8009 | 620139 |   7 |  8675 |     8675 |   0 |     10 |   29 |    44 | 兄弟齐心
  958234 | 8234 | 620139 |   7 |  8669 |     8669 |   1 |      0 |   26 |     6 | 兄弟齐心
  258142 | 8101 | 620139 |   7 |  8660 |     8660 |   2 |      0 |   30 |    16 | 兄弟齐心
  188555 | 8555 | 620139 |   7 |  8655 |     8683 |   0 |     14 |   26 |    47 | 兄弟齐心
  178554 | 8538 | 620139 |   7 |  8624 |     8624 |   0 |     20 |   25 |    47 | [s8397]AsianEVO
   27230 | 7150 | 620139 |   7 |  8589 |     8589 |   3 |      0 |   22 |     3 | 兄弟齐心
   28273 | 8271 | 620139 |   7 |  8579 |     8579 |   0 |     10 |   24 |    48 | [s8112]Tumaritis
  228461 | 8289 | 620139 |   7 |  8554 |     8554 |   1 |     70 |   32 |    41 | 兄弟齐心
  108457 | 7710 | 620139 |   7 |  8493 |     8503 |   0 |     20 |   23 |    60 | 兄弟齐心
 1767851 | 7851 | 620139 |   7 |  8473 |     8495 |   0 |      0 |   22 |     5 | 兄弟齐心
  117988 | 7851 | 620139 |   7 |  8465 |     8465 |   3 |      0 |   24 |     6 | [s7833]乃aD乃oY乙
   48646 | 8646 | 620139 |   7 |  8435 |     8470 |   0 |     33 |   26 |    38 | 兄弟齐心
  307778 | 7710 | 620139 |   7 |  8400 |     8420 |   0 |      0 |   23 |    18 | [s7619]HencetSengit
 1757425 | 7391 | 620139 |   7 |  8393 |     8429 |   0 |      0 |   27 |    25 | [s7430]nenen
   18588 | 8588 | 620139 |   7 |  8380 |     8380 |   0 |     25 |   22 |    58 | 兄弟齐心
  468326 | 8326 | 620139 |   7 |  8355 |     8355 |   1 |     12 |   22 |    60 | 兄弟齐心
 1318271 | 8271 | 620139 |   7 |  8285 |     8285 |   0 |      0 |   19 |    32 | 兄弟齐心
  228425 | 8271 | 620139 |   7 |  8275 |     8275 |  21 |      0 |   21 |     0 | 兄弟齐心
  238144 | 8061 | 620139 |   7 |  8233 |     8278 |   0 |     61 |   29 |    42 | 兄弟齐心
   38647 | 8647 | 620139 |   7 |  8197 |     8208 |   0 |     12 |   20 |    64 | 兄弟齐心
   38421 | 8421 | 620139 |   7 |  8152 |     8170 |   0 |      0 |   24 |    37 | 兄弟齐心
 1328271 | 8271 | 620139 |   7 |  8145 |     8185 |   0 |      0 |   19 |    12 | 兄弟齐心
  117583 | 7391 | 620139 |   7 |  8125 |     8160 |   0 |      0 |   21 |    14 | [s7432]BULBULITO
  898425 | 8271 | 620139 |   7 |  8085 |     8085 |   0 |      0 |   18 |    42 | 兄弟齐心
   38571 | 8571 | 620139 |   7 |  8071 |     8071 |   0 |     10 |   15 |    61 | 兄弟齐心
   58377 | 8377 | 620139 |   7 |  8016 |     8029 |   0 |     22 |   21 |    12 | 兄弟齐心
 1628271 | 8271 | 620139 |   7 |  7995 |     7995 |   0 |      0 |   18 |    42 | 兄弟齐心
   28514 | 8497 | 620139 |   7 |  7994 |     8039 |   0 |     13 |   19 |    27 | [s8354]ClasMild
  108534 | 8517 | 620139 |   7 |  7975 |     8210 |   0 |     48 |   25 |    62 | 兄弟齐心
   87555 | 7391 | 620139 |   7 |  7927 |     7927 |  12 |      0 |   21 |     6 | [s7357]Ａ刀ＧＫ巳尺
   98606 | 8606 | 620139 |   7 |  7904 |     7960 |   0 |     19 |   22 |    42 | 兄弟齐心
   98608 | 8608 | 620139 |   7 |  7889 |     7889 |   0 |     26 |   22 |    40 | 兄弟齐心
   17031 | 7028 | 620139 |   7 |  7885 |     7885 |   2 |      0 |   18 |     7 | 兄弟齐心
  218255 | 8234 | 620139 |   7 |  7867 |     7913 |   0 |      0 |   21 |    25 | 兄弟齐心
  138142 | 8101 | 620139 |   7 |  7857 |     7857 |   6 |      0 |   22 |     9 | [s7981]Dugong
  128536 | 8536 | 620139 |   7 |  7840 |     7840 |   2 |      1 |   21 |    34 | 兄弟齐心
 1388271 | 8271 | 620139 |   7 |  7840 |     7840 |  11 |      0 |   19 |    22 | 兄弟齐心
   78701 | 8701 | 620139 |   7 |  7831 |     7831 |   2 |     51 |   24 |    48 | 兄弟齐心
  178556 | 8533 | 620139 |   7 |  7650 |     7650 |   0 |     10 |   18 |    57 | 兄弟齐心
  148608 | 8608 | 620139 |   7 |  7589 |     7589 |   0 |      0 |   13 |    50 | 兄弟齐心
   58271 | 8271 | 620139 |   7 |  7535 |     7579 |   0 |     37 |   19 |    21 | [s8110]Supernova
 2437391 | 7391 | 620139 |   7 |  7495 |     7535 |   0 |      7 |   19 |    17 | 兄弟齐心
 2747710 | 7710 | 620139 |   7 |  7297 |     7320 |   0 |      0 |   16 |     5 | [s7619]Phantom
   98664 | 8664 | 620139 |   7 |  7240 |     7240 |   1 |      0 |   14 |    51 | 兄弟齐心
  138422 | 8271 | 620139 |   7 |  7206 |     7206 |   3 |      0 |   16 |     7 | 兄弟齐心
   38623 | 8623 | 620139 |   7 |  7181 |     7247 |   0 |     29 |   14 |    64 | 兄弟齐心
   38611 | 8611 | 620139 |   7 |  7049 |     7049 |   1 |      0 |   13 |    50 | 兄弟齐心
  258458 | 7710 | 620139 |   7 |  6865 |     6865 |   1 |     30 |   17 |    56 | 兄弟齐心
  118611 | 8611 | 620139 |   7 |  6845 |     6875 |   0 |     12 |   15 |    28 | 兄弟齐心
  357667 | 7391 | 620139 |   7 |  6815 |     6815 |   0 |      0 |   12 |     4 | [s7464]BAnGsAt
   38628 | 8628 | 620139 |   7 |  6695 |     6695 |   3 |      0 |   12 |    20 | 兄弟齐心
   98234 | 8234 | 620139 |   7 |  6694 |     6694 |  11 |      0 |   11 |     6 | [s8073]TOBRUT
  118498 | 8421 | 620139 |   7 |  6671 |     6671 |   0 |      0 |   11 |    12 | [s8336]山arrior与
  188125 | 8101 | 620139 |   7 |  6605 |     6605 |  10 |      0 |   10 |     0 | [s7965]SaiGon2
   38627 | 8627 | 620139 |   7 |  6586 |     6586 |   0 |      0 |   10 |    41 | 兄弟齐心
  868425 | 8271 | 620139 |   7 |  6510 |     6530 |   0 |      0 |   10 |    40 | 兄弟齐心
 1398271 | 8271 | 620139 |   7 |  6445 |     6445 |   0 |      0 |    7 |    43 | 兄弟齐心
 1338271 | 8271 | 620139 |   7 |  6375 |     6375 |   0 |      0 |    9 |    42 | 兄弟齐心
   38696 | 8696 | 620139 |   7 |  6369 |     6369 |   2 |     65 |   16 |    56 | 兄弟齐心
  878425 | 8271 | 620139 |   7 |  6345 |     6345 |   0 |      0 |    8 |    43 | 兄弟齐心
  178628 | 8628 | 620139 |   7 |  6320 |     6320 |   0 |      0 |    9 |    31 | 兄弟齐心
  327972 | 7851 | 620139 |   7 |  6310 |     6310 |   1 |      0 |    9 |     6 | [s7817]satsat
   18551 | 8517 | 620139 |   7 |  6304 |     6304 |   2 |      0 |    9 |    52 | 兄弟齐心
   18680 | 8680 | 620139 |   7 |  6302 |     6302 |   0 |     10 |    5 |    67 | 兄弟齐心
   27480 | 7240 | 620139 |   7 |  6270 |     6270 |   5 |      0 |    9 |     1 | 兄弟齐心
  128476 | 8476 | 620139 |   7 |  6243 |     6267 |   0 |      6 |    9 |    12 | 兄弟齐心
 1258067 | 8009 | 620139 |   7 |  6235 |     6235 |   0 |     20 |    8 |    62 | 兄弟齐心
  298517 | 8517 | 620139 |   7 |  6210 |     6230 |   0 |      0 |    9 |    10 | 兄弟齐心
 1118177 | 8177 | 620139 |   7 |  6178 |     6178 |   1 |      0 |    9 |    12 | 兄弟齐心
  258591 | 8591 | 620139 |   7 |  6175 |     6175 |   0 |      0 |    8 |    12 | 兄弟齐心
  198611 | 8611 | 620139 |   7 |  6150 |     6190 |   0 |      0 |    7 |     7 | 兄弟齐心
 2487710 | 7710 | 620139 |   7 |  6148 |     6190 |   0 |      0 |    8 |     4 | 兄弟齐心
  118588 | 8588 | 620139 |   7 |  6095 |     6130 |   0 |      0 |    7 |     7 | 兄弟齐心
  188570 | 8570 | 620139 |   7 |  6095 |     6145 |   0 |      0 |    9 |    24 | 兄弟齐心
  298011 | 8009 | 620139 |   7 |  6089 |     6089 |   2 |      0 |    8 |     6 | [s7856]GUARDIANS
   18403 | 8377 | 620139 |   7 |  6085 |     6105 |   0 |      0 |    8 |     5 | [s8246]Hkt2524
  168644 | 8644 | 620139 |   7 |  6082 |     6162 |   0 |     35 |    8 |    28 | 兄弟齐心
 2677583 | 7391 | 620139 |   7 |  6071 |     6071 |   3 |      0 |    7 |     4 | [s7523]FINALFANTASY
 1408271 | 8271 | 620139 |   7 |  6055 |     6105 |   0 |      0 |    7 |    37 | 兄弟齐心
  177591 | 7391 | 620139 |   7 |  6020 |     6020 |   3 |      0 |    7 |     3 | 兄弟齐心
  358420 | 8137 | 620139 |   7 |  6007 |     6026 |   0 |      0 |    8 |     9 | [s8287]GantzO
  158099 | 8009 | 620139 |   7 |  6005 |     6005 |   1 |      0 |    8 |    12 | 兄弟齐心
  838234 | 8234 | 620139 |   7 |  5800 |     5820 |   0 |      0 |    6 |     5 | 兄弟齐心
   78199 | 8177 | 620139 |   7 |  5785 |     5785 |   1 |      0 |    5 |     5 | 兄弟齐心
  888289 | 8289 | 620139 |   7 |  5737 |     5737 |   1 |      8 |    5 |     3 | 兄弟齐心
  148571 | 8571 | 620139 |   7 |  5695 |     5695 |   0 |      0 |    5 |     6 | 兄弟齐心
   58677 | 8677 | 620139 |   7 |  5680 |     5780 |   0 |      0 |    5 |    55 | 兄弟齐心
  237389 | 7240 | 620139 |   7 |  5655 |     5655 |   0 |      0 |    4 |     6 | [s7228]IMMORTAL
   18675 | 8675 | 620139 |   7 |  5652 |     5710 |   0 |      0 |    5 |     7 | 兄弟齐心
  158288 | 8271 | 620139 |   7 |  5607 |     5607 |   0 |      0 |    4 |     3 | 兄弟齐心
   18573 | 8573 | 620139 |   7 |  5605 |     5605 |   0 |      0 |    4 |    16 | 兄弟齐心
   78642 | 8642 | 620139 |   7 |  5595 |     5595 |   0 |      0 |    4 |     6 | 兄弟齐心
  138647 | 8647 | 620139 |   7 |  5550 |     5640 |   0 |     50 |   10 |    61 | 兄弟齐心
  168515 | 8517 | 620139 |   7 |  5535 |     5545 |   0 |      0 |    4 |    17 | 兄弟齐心
  118643 | 8643 | 620139 |   7 |  5503 |     5545 |   0 |      0 |    4 |     8 | 兄弟齐心
 1488271 | 8271 | 620139 |   7 |  5490 |     5490 |   0 |      0 |    0 |    50 | 兄弟齐心
  248375 | 8377 | 620139 |   7 |  5472 |     5472 |   0 |      0 |    3 |    10 | [s8229]SULTAN
