10.97.8.89 | SUCCESS | rc=0 >>
    id     | sid  |  hid   | day | score | maxscore | lsn | fightn | winn | losen |         name          
 192581291 |    5 | 620139 |   7 |  5100 |     5100 |   1 |      0 |    1 |     0 | 兄弟齐心
 161823356 |    5 | 620139 |   7 |  5096 |     5112 |   0 |      0 |    1 |     2 | 兄弟齐心
    296353 | 5867 | 620139 |   7 |  5094 |     5122 |   0 |      0 |    1 |     1 | 兄弟齐心
   1927979 |    4 | 620139 |   7 |  5092 |     5092 |   1 |      0 |    1 |     1 | 兄弟齐心
     97125 | 6694 | 620139 |   7 |  5092 |     5106 |   0 |      0 |    1 |     1 | 兄弟齐心
    313581 |    5 | 620139 |   7 |  5090 |     5120 |   0 |      0 |    1 |     1 | 兄弟齐心
    315428 | 5219 | 620139 |   7 |  5088 |     5102 |   0 |      0 |    0 |     8 | [s5293]asesino
 582980385 |  385 | 620139 |   7 |  5084 |     5096 |   0 |      0 |    1 |     2 | 兄弟齐心
   5175867 | 5867 | 620139 |   7 |  5084 |     5108 |   0 |      0 |    1 |     2 | 兄弟齐心
 313840631 |  631 | 620139 |   7 |  5082 |     5108 |   0 |      0 |    1 |     2 | 兄弟齐心
 192831291 |    5 | 620139 |   7 |  5080 |     5100 |   0 |      0 |    1 |     1 | 兄弟齐心
 531370005 |    5 | 620139 |   7 |  5080 |     5100 |   0 |      0 |    1 |     1 | 兄弟齐心
     62746 |    5 | 620139 |   7 |  5070 |     5100 |   0 |     15 |    0 |    15 | [s2721]RoYalHell
 176643050 | 3050 | 620139 |   7 |  5070 |     5070 |   1 |      0 |    1 |     1 | 兄弟齐心
 529030005 |    5 | 620139 |   7 |  5070 |     5100 |   0 |      0 |    1 |     2 | 兄弟齐心
 236604551 | 4551 | 620139 |   7 |  5066 |     5101 |   0 |      0 |    1 |     5 | 兄弟齐心
 569130566 |    7 | 620139 |   7 |  5062 |     5086 |   0 |      0 |    1 |     3 | [s1764]PentagramGods
    342002 |  631 | 620139 |   7 |  5060 |     5090 |   0 |      0 |    0 |    15 | [s1898]MoonStorm
    347765 | 2502 | 620139 |   7 |  5050 |     5050 |   0 |      0 |    0 |     4 | [s7654]LosdelBarrio
    138093 |    4 | 620139 |   7 |  5040 |     5060 |   0 |      0 |    0 |     8 | [s7961]DDSS
   4375587 | 5219 | 620139 |   7 |  5040 |     5040 |   0 |      0 |    0 |     8 | [s5744]7777
    235735 | 5219 | 620139 |   7 |  5030 |     5070 |   0 |      0 |    0 |    12 | [s5616]DEMOLIDORES
     54169 | 3050 | 620139 |   7 |  5030 |     5070 |   0 |      0 |    0 |     9 | [s4093]Vengeance
 161723356 |    5 | 620139 |   7 |  5010 |     5050 |   0 |      0 |    0 |     9 | 兄弟齐心
 175563337 | 3050 | 620139 |   7 |  5000 |     5000 |   0 |      1 |    0 |     0 | 兄弟齐心
     40954 |  631 | 620139 |   7 |  5000 |     5000 |   0 |      0 |    0 |    12 | [s963]Riders
 236804551 | 4551 | 620139 |   7 |  4987 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
    892631 |    5 | 620139 |   7 |  4986 |     5000 |   0 |      0 |    0 |     1 | [s1452]UNITEDASONE
 235134551 | 4551 | 620139 |   7 |  4985 |     5000 |   0 |      1 |    0 |     1 | 兄弟齐心
   1415689 | 5219 | 620139 |   7 |  4984 |     5000 |   0 |      0 |    0 |     2 | [s5594]iiC3vEiNzZz
 530580005 |    5 | 620139 |   7 |  4984 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
  47452417 | 2275 | 620139 |   7 |  4984 |     5000 |   0 |      0 |    0 |     1 | [s2553]Reguad
 236554551 | 4551 | 620139 |   7 |  4984 |     5000 |   0 |      0 |    0 |     1 | [s4991]CandyMan
     13627 |    5 | 620139 |   7 |  4983 |     5000 |   0 |      0 |    0 |     1 | [s3622]K007
     40722 |  385 | 620139 |   7 |  4982 |     5000 |   0 |      0 |    0 |     1 | [s724]RoyalKnights
     70316 |    7 | 620139 |   7 |  4982 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 133222275 | 2275 | 620139 |   7 |  4982 |     5000 |   0 |      0 |    0 |     1 | [s2598]SPRINGFIELD
 151252346 | 2275 | 620139 |   7 |  4982 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
     25086 | 4551 | 620139 |   7 |  4981 |     5000 |   0 |      0 |    0 |     1 | [s4966]GAMINGA
    358219 |  631 | 620139 |   7 |  4981 |     5000 |   0 |      0 |    0 |     1 | [s8088]TheForSaKen
    135376 | 5219 | 620139 |   7 |  4981 |     5000 |   0 |      0 |    0 |     1 | [s5340]BUGACY
 160893437 |    5 | 620139 |   7 |  4981 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
   5314910 | 4551 | 620139 |   7 |  4981 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
    995564 | 5219 | 620139 |   7 |  4981 |     5000 |   0 |      0 |    0 |     1 | [s5486]Misfitz
 176903050 | 3050 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     6 | 兄弟齐心
 193031291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 193291291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528950005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
   4586694 | 6694 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 193121291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528260005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528330005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 193151291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 582180385 |  385 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 193171291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 193071291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528340005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528050005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 162073356 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528720005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 192851291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 531360005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 531230005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 193341291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
   4776035 | 5867 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | [s6432]BungeeGum
 528280005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 569210566 |    7 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 192691291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 192911291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 193281291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
  70653774 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 192421291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | [s1319]JunkyardDawgs
 528170005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
   4576694 | 6694 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
   2705405 | 5219 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528600005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528160005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 193251291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 192741291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 192801291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528540005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 193221291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
     55573 | 5219 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 192821291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528100005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528180005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528250005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528130005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528530005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528500005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528190005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528610005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 529040005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 531340005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528120005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528090005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 192671291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528370005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 193271291 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528710005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528730005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 569230566 |    7 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528200005 |    5 | 620139 |   7 |  4980 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
   1636594 | 5867 | 620139 |   7 |  4979 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
     35075 | 4551 | 620139 |   7 |  4978 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 530900005 |    5 | 620139 |   7 |  4978 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
   4345867 | 5867 | 620139 |   7 |  4977 |     5008 |   0 |      0 |    0 |    11 | 兄弟齐心
     15573 | 5219 | 620139 |   7 |  4977 |     5000 |   0 |      0 |    0 |     1 | [s5418]NotMyProblem
     31906 |    7 | 620139 |   7 |  4976 |     5000 |   0 |      0 |    0 |     1 | [s1848]Empatch
 162033356 |    5 | 620139 |   7 |  4974 |     5000 |   0 |      2 |    0 |     2 | 兄弟齐心
 162063356 |    5 | 620139 |   7 |  4971 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
 528040005 |    5 | 620139 |   7 |  4970 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
    454003 | 3050 | 620139 |   7 |  4970 |     5000 |   0 |      0 |    0 |     2 | [s4126]IGN13L
 568940566 |    7 | 620139 |   7 |  4970 |     5000 |   0 |      0 |    0 |     2 | [s1636]LMFAO
    523691 |    5 | 620139 |   7 |  4970 |     5000 |   0 |      0 |    0 |     1 | [s3588]SharpBlades
   4975867 | 5867 | 620139 |   7 |  4970 |     5000 |   0 |      1 |    0 |     1 | [s5978]FTWxSAMAD
    245517 | 5219 | 620139 |   7 |  4970 |     5000 |   0 |      0 |    0 |     1 | [s5348]ervin
   4785867 | 5867 | 620139 |   7 |  4970 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
   1186286 | 5867 | 620139 |   7 |  4970 |     5000 |   0 |      0 |    0 |     1 | 兄弟齐心
    437793 | 2502 | 620139 |   7 |  4968 |     5000 |   0 |      0 |    0 |     2 | [s7653]TheForsaken
    456104 | 5867 | 620139 |   7 |  4963 |     5000 |   0 |      0 |    0 |     3 | [s5980]4766
    752408 | 2275 | 620139 |   7 |  4962 |     5000 |   0 |      0 |    0 |     2 | [s2413]cerberus
 528360005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      1 |    0 |     2 | 兄弟齐心
 193131291 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 529400005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      1 |    0 |     2 | 兄弟齐心
 569220566 |    7 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
     13326 | 3050 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 528660005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 193331291 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 528680005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 192711291 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 192681291 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 531100005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 193301291 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 531220005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 531060005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      1 |    0 |     2 | 兄弟齐心
 528380005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
   1330595 |  385 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | [s581]SylvanWorld
 193181291 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 528940005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 531350005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 192701291 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 177283050 | 3050 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 528150005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 528270005 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 193231291 |    5 | 620139 |   7 |  4960 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
    278244 |  631 | 620139 |   7 |  4951 |     5000 |   0 |      0 |    0 |     3 | [s8103]CSBTeam
 193161291 |    5 | 620139 |   7 |  4950 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 193011291 |    5 | 620139 |   7 |  4950 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
    514216 | 3050 | 620139 |   7 |  4950 |     5000 |   0 |      0 |    0 |     5 | [s4179]RompeVulvas
   1045525 | 5219 | 620139 |   7 |  4948 |     5000 |   0 |      0 |    0 |     2 | [s5502]TheSayayins
   4736035 | 5867 | 620139 |   7 |  4940 |     5000 |   0 |      0 |    0 |     3 | [s6494]GuerrerosZ
 193201291 |    5 | 620139 |   7 |  4940 |     5000 |   0 |      0 |    0 |     3 | 兄弟齐心
 530470005 |    5 | 620139 |   7 |  4940 |     5000 |   0 |      2 |    0 |     3 | 兄弟齐心
 193321291 |    5 | 620139 |   7 |  4940 |     5000 |   0 |      0 |    0 |     3 | 兄弟齐心
 528390005 |    5 | 620139 |   7 |  4940 |     5000 |   0 |      0 |    0 |     3 | 兄弟齐心
 528580005 |    5 | 620139 |   7 |  4940 |     5000 |   0 |      0 |    0 |     3 | 兄弟齐心
 531110005 |    5 | 620139 |   7 |  4940 |     5000 |   0 |      0 |    0 |     3 | 兄弟齐心
 528400005 |    5 | 620139 |   7 |  4940 |     5000 |   0 |      0 |    0 |     3 | 兄弟齐心
 174663952 | 3050 | 620139 |   7 |  4940 |     5000 |   0 |      0 |    0 |     2 | 兄弟齐心
 529480005 |    5 | 620139 |   7 |  4940 |     5000 |   0 |      0 |    0 |     3 | 兄弟齐心
 529470005 |    5 | 620139 |   7 |  4940 |     5000 |   0 |      0 |    0 |     3 | 兄弟齐心
 528570005 |    5 | 620139 |   7 |  4940 |     5000 |   0 |      1 |    0 |     3 | 兄弟齐心
 529390005 |    5 | 620139 |   7 |  4930 |     5000 |   0 |      1 |    0 |     3 | 兄弟齐心
 530460005 |    5 | 620139 |   7 |  4920 |     5000 |   0 |      3 |    0 |     4 | 兄弟齐心
 119270777 |  631 | 620139 |   7 |  4920 |     5000 |   0 |      0 |    0 |     7 | 兄弟齐心
 365552502 | 2502 | 620139 |   7 |  4910 |     5000 |   0 |      0 |    0 |     3 | 兄弟齐心
 528230005 |    5 | 620139 |   7 |  4900 |     5000 |   0 |      0 |    0 |     5 | 兄弟齐心
 530520005 |    5 | 620139 |   7 |  4900 |     5000 |   0 |      2 |    0 |     5 | 兄弟齐心
 528240005 |    5 | 620139 |   7 |  4900 |     5000 |   0 |      0 |    0 |     5 | 兄弟齐心
 530510005 |    5 | 620139 |   7 |  4880 |     5000 |   0 |      3 |    0 |     6 | 兄弟齐心
(408 rows)
10.97.9.85 | SUCCESS | rc=0 >>
   id    | sid  |  hid   | day | score | maxscore | lsn | fightn | winn | losen |         name         
---------+------+--------+-----+-------+----------+-----+--------+------+-------+----------------------
   28056 | 7382 | 620139 |   7 | 39651 |    39651 | 213 |     10 |  213 |     0 | [s7915]LEYENDAS
  238336 | 8312 | 620139 |   7 | 23776 |    23776 |   7 |     41 |  132 |    42 | [s8201]INSANITY
   77467 | 7382 | 620139 |   7 | 23754 |    23754 |   5 |     22 |  125 |    27 | [s7340]LEYENDITAS
  378318 | 8165 | 620139 |   7 | 22668 |    22668 |  19 |     33 |  125 |    57 | [s8180]villainous
 1247689 | 7538 | 620139 |   7 | 22357 |    22357 |  19 |     41 |  111 |    14 | [s7568]Mugiwaras
   87699 | 7538 | 620139 |   7 | 17617 |    17617 |  18 |     25 |   82 |    24 | [s7571]NewForce
   58313 | 8165 | 620139 |   7 | 17584 |    17584 |   1 |     26 |   90 |    65 | [s8179]Vendetta
   17689 | 7538 | 620139 |   7 | 17575 |    17575 |   9 |     40 |   91 |    26 | [s7546]۞LasRatasS۞
  158167 | 8165 | 620139 |   7 | 15790 |    15810 |   0 |     22 |   76 |    54 | [s8030]Justiceiros
  347770 | 7538 | 620139 |   7 | 14805 |    14867 |   0 |      0 |   69 |    31 | [s7634]KOS
 3667382 | 7382 | 620139 |   7 | 13440 |    13476 |   0 |      1 |   50 |     5 | [s7218]BloodySouls
  848057 | 7382 | 620139 |   7 | 12427 |    12427 |   0 |      7 |   52 |    23 | [s7899]UNIVERSE
   38047 | 7382 | 620139 |   7 | 12419 |    12419 |   0 |     10 |   52 |    33 | 兄弟齐心
  318312 | 8312 | 620139 |   7 | 12164 |    12185 |   0 |     16 |   53 |    48 | [s8185]StrayKids
  277375 | 7382 | 620139 |   7 | 12075 |    12075 |   3 |     42 |   51 |    19 | [s7223]Hellfire
  507421 | 7382 | 620139 |   7 | 11488 |    11506 |   0 |      9 |   40 |     8 | 兄弟齐心
  177685 | 7538 | 620139 |   7 | 11126 |    11130 |   0 |      0 |   43 |    36 | 兄弟齐心
 3447382 | 7382 | 620139 |   7 | 11097 |    11117 |   0 |     23 |   43 |    31 | 兄弟齐心
  467611 | 7538 | 620139 |   7 | 10905 |    10905 |   0 |     25 |   43 |    22 | [s7509]WhiteAngels
  577695 | 7538 | 620139 |   7 | 10840 |    10840 |   7 |     11 |   44 |    30 | [s7574]Not·Humans
  677375 | 7382 | 620139 |   7 | 10698 |    10780 |   0 |     43 |   42 |    29 | [s7270]titans
  448525 | 8525 | 620139 |   7 | 10648 |    10670 |   0 |     21 |   39 |    22 | 兄弟齐心
  208525 | 8525 | 620139 |   7 | 10539 |    10539 |   0 |     10 |   38 |    34 | 兄弟齐心
  328182 | 8165 | 620139 |   7 | 10491 |    10491 |   2 |      9 |   38 |    15 | 兄弟齐心
  128542 | 8539 | 620139 |   7 | 10453 |    10475 |   0 |      9 |   37 |    48 | 兄弟齐心
 3347382 | 7382 | 620139 |   7 | 10419 |    10419 |   4 |      2 |   38 |    14 | 兄弟齐心
   68488 | 8450 | 620139 |   7 |  9676 |     9704 |   0 |     12 |   34 |    52 | 兄弟齐心
   58221 | 8165 | 620139 |   7 |  9629 |     9629 |   0 |     30 |   32 |    41 | [s8085]DrixieChicks
 3507538 | 7538 | 620139 |   7 |  9365 |     9365 |   0 |     10 |   28 |    34 | 兄弟齐心
  798413 | 8413 | 620139 |   7 |  9291 |     9291 |   2 |     11 |   31 |    38 | 兄弟齐心
 1587538 | 7538 | 620139 |   7 |  9166 |     9231 |   0 |      0 |   31 |    28 | 兄弟齐心
  118525 | 8525 | 620139 |   7 |  9059 |     9067 |   0 |      0 |   28 |    12 | [s8389]REVENGER
 2817659 | 7538 | 620139 |   7 |  9054 |     9062 |   0 |      0 |   27 |    15 | [s7566]KERING
   68392 | 8392 | 620139 |   7 |  9000 |     9000 |  11 |      0 |   24 |     3 | [s8272]DonkeyPunch
   18486 | 8450 | 620139 |   7 |  8991 |     9019 |   0 |     32 |   30 |    41 | 兄弟齐心
   48382 | 8312 | 620139 |   7 |  8915 |     8915 |   0 |     20 |   27 |    42 | 兄弟齐心
 1498312 | 8312 | 620139 |   7 |  8849 |     8872 |   0 |      0 |   28 |    29 | 兄弟齐心
 2697475 | 7382 | 620139 |   7 |  8784 |     8853 |   0 |     50 |   31 |    23 | [s7444]SOLOLEVELING
   27612 | 7538 | 620139 |   7 |  8610 |     8610 |   3 |     24 |   27 |    21 | [s7509]LegionKnights
   28598 | 8598 | 620139 |   7 |  8561 |     8561 |   0 |     10 |   22 |    54 | [s8461]BLDS
 2068035 | 7382 | 620139 |   7 |  8433 |     8433 |  19 |      0 |   21 |     2 | 兄弟齐心
  278598 | 8598 | 620139 |   7 |  8360 |     8382 |   0 |     16 |   21 |    50 | 兄弟齐心
   38388 | 8312 | 620139 |   7 |  8342 |     8342 |  15 |     16 |   21 |     3 | [s8241]assassins
 1168165 | 8165 | 620139 |   7 |  8315 |     8315 |   0 |     10 |   23 |    52 | 兄弟齐心
   98576 | 8576 | 620139 |   7 |  8277 |     8301 |   0 |      0 |   22 |    19 | 兄弟齐心
 2337659 | 7538 | 620139 |   7 |  8270 |     8295 |   0 |     30 |   25 |    45 | 兄弟齐心
   18580 | 8580 | 620139 |   7 |  8219 |     8219 |   1 |      0 |   22 |    17 | [s8443]rexuxanboys
   27503 | 7382 | 620139 |   7 |  8215 |     8215 |   0 |      0 |   21 |     9 | [s7376]ELiTES
   28524 | 8504 | 620139 |   7 |  8142 |     8142 |   1 |     25 |   21 |     5 | 兄弟齐心
   18598 | 8598 | 620139 |   7 |  8110 |     8122 |   0 |     26 |   22 |    28 | 兄弟齐心
   28668 | 8668 | 620139 |   7 |  8065 |     8065 |   1 |     37 |   20 |    78 | [s8536]HOSPICIO
   68465 | 8413 | 620139 |   7 |  7975 |     7994 |   0 |      0 |   19 |    11 | 兄弟齐心
   68544 | 8525 | 620139 |   7 |  7957 |     7957 |   0 |      7 |   20 |    26 | 兄弟齐心
 3517538 | 7538 | 620139 |   7 |  7845 |     7845 |   3 |     16 |   21 |    17 | 兄弟齐心
  178444 | 8413 | 620139 |   7 |  7737 |     7759 |   0 |      2 |   21 |    18 | 兄弟齐心
   68629 | 8629 | 620139 |   7 |  7665 |     7704 |   0 |     28 |   19 |    52 | 兄弟齐心
   58506 | 8504 | 620139 |   7 |  7354 |     7394 |   0 |      0 |   16 |    17 | 兄弟齐心
  537747 | 7538 | 620139 |   7 |  7331 |     7331 |   1 |      1 |   16 |    11 | 兄弟齐心
  168333 | 8312 | 620139 |   7 |  7310 |     7310 |   2 |     23 |   18 |    47 | [s8221]BossXAnubis
   78580 | 8580 | 620139 |   7 |  7219 |     7219 |   0 |     10 |   14 |    60 | 兄弟齐心
  278523 | 8525 | 620139 |   7 |  7205 |     7265 |   0 |     32 |   21 |    52 | 兄弟齐心
 3537538 | 7538 | 620139 |   7 |  7171 |     7171 |   1 |      0 |   15 |    29 | 兄弟齐心
  867657 | 7538 | 620139 |   7 |  6989 |     6989 |   9 |     10 |   13 |     4 | [s7514]Phoenix
   28522 | 8525 | 620139 |   7 |  6934 |     6934 |   0 |      0 |   13 |    16 | [s8393]尸ilares
   88667 | 8667 | 620139 |   7 |  6761 |     6761 |   0 |      0 |   11 |    35 | 兄弟齐心
  118685 | 8685 | 620139 |   7 |  6679 |     6679 |   0 |     20 |    7 |    65 | 兄弟齐心
   98560 | 8560 | 620139 |   7 |  6670 |     6681 |   0 |     21 |   11 |    19 | 兄弟齐心
  158631 | 8631 | 620139 |   7 |  6660 |     6704 |   0 |     21 |   11 |    52 | [s8500]BigPimpNoSimp
  428313 | 8165 | 620139 |   7 |  6652 |     6652 |   1 |      0 |   12 |     5 | [s8179]prohibicion
   68636 | 8636 | 620139 |   7 |  6603 |     6628 |   0 |      0 |   10 |    23 | 兄弟齐心
  238412 | 8392 | 620139 |   7 |  6524 |     6596 |   0 |      0 |   11 |    17 | 兄弟齐心
  528450 | 8450 | 620139 |   7 |  6475 |     6495 |   0 |      0 |   11 |    51 | 兄弟齐心
 2618064 | 7382 | 620139 |   7 |  6460 |     6488 |   0 |     42 |   13 |    32 | 兄弟齐心
   18652 | 8652 | 620139 |   7 |  6437 |     6465 |   0 |      0 |   11 |     6 | [s8521]SOS
  958413 | 8413 | 620139 |   7 |  6400 |     6400 |   0 |      0 |    9 |     1 | 兄弟齐心
  128577 | 8577 | 620139 |   7 |  6389 |     6441 |   0 |     24 |   10 |    14 | 兄弟齐心
  428312 | 8312 | 620139 |   7 |  6387 |     6407 |   0 |      0 |   10 |    18 | 兄弟齐心
   48312 | 8312 | 620139 |   7 |  6384 |     6384 |   4 |     13 |    9 |     4 | [s8201]INSANITY
   28651 | 8651 | 620139 |   7 |  6234 |     6240 |   0 |      0 |    9 |     9 | 兄弟齐心
  168617 | 8617 | 620139 |   7 |  6211 |     6211 |   0 |      0 |    7 |    38 | [s8483]TheMuppets
